,Trip ID,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid  Location,Pickup_x,Pickup_y,Dropoff_x,Dropoff_y,start_edge,end_edge,id,depart,vClass,departLane,type,departSpeed
1386,909ef962572d508094aae46f5177f349f76c929f,9c8b8f4c02074dcae524af3f8d87ab6cb19c168a0fbf332f220722d11a9e5c1734e602d9abe528056e536e4ae079951f6e1678ece4c4a9d97acdde396c4bdf87,10/29/2019 10:30:00 AM,10/29/2019 10:45:00 AM,900,0.0,17031839100.0,17031081401.0,32.0,8.0,9.0,3.5,0.0,0.0,12.5,Credit Card,Blue Ribbon Taxi Association Inc.,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495),12134.00798140082,9584.547444195487,13226.876501449384,11135.36641502101,134319745#0,461207921#0,taxi_649,2913.113461916336,,best,veh_passenger,None
1388,92d340a4b46aee709d2ba79b7dd67e5e75865bc6,5445efb47d0f94d15a8b2171fb9ba042e80b51ba6fb25fe202a42e92eee26d681e2585fdf59ed8d0ca45bb29fc0d15a793325fd6fc31d683aa98dce52db4e38a,10/29/2019 11:30:00 AM,10/29/2019 11:45:00 AM,986,3.19,17031839100.0,17031330100.0,32.0,33.0,12.25,3.44,0.0,1.0,17.19,Credit Card,Flash Cab,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.859349715,-87.617358006,POINT (-87.6173580061 41.859349715),12134.00798140082,9584.547444195487,13393.542399950791,7172.094790545292,134319745#0,316907585,taxi_650,2917.07768109956,,best,veh_passenger,None
1389,48554f9bbb6a129e14f629b4628da22da6846d87,5597d256ef47ce06b5229692a19e810fa110577e317894bbdcc9224afcee09097054f2209fb1e6f6562c6db6a6fd525f2d6885573316cc51417945d508069732,10/29/2019 12:15:00 PM,10/29/2019 12:15:00 PM,540,1.3,17031839100.0,17031081600.0,32.0,8.0,7.75,2.0,0.0,0.0,9.75,Credit Card,Taxi Affiliation Services,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.892072635,-87.628874157,POINT (-87.6288741572 41.8920726347),12134.00798140082,9584.547444195487,12464.318153216795,10812.165493657812,134319745#0,965387812#7,taxi_651,2918.7369541330704,,best,veh_passenger,None
1392,d712dbe3595a6c370081fbc92550b612c3ae6296,00c0020de20ee2cd36c1d41058360c24dad77a526394139cb47082ca13f6d513fd27b1c894c4983b6ee581b71eba609976621a62795bb7a5869097a8bdbab4b5,10/29/2019 10:30:00 PM,10/29/2019 10:45:00 PM,466,1.69,17031839100.0,17031081202.0,32.0,8.0,8.0,0.0,0.0,1.0,9.0,Cash,City Service,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.902788048,-87.62614559,POINT (-87.6261455896 41.9027880476),12134.00798140082,9584.547444195487,12699.357244118815,12000.216594858095,134319745#0,-834947074#3,taxi_652,2919.1993445877224,,best,veh_passenger,None
1394,b7cc3972afd21f4f409a856af7c08f54bce377fa,803f68095349208b5f15d1f03051b2fab6cc0d21a32610fe8eb8fe661acf72e61a06ba8f19671fd8d8393477b255788f6b59b8b3cb5795cd57779a333d15d444,10/30/2019 09:15:00 AM,10/30/2019 09:45:00 AM,1324,1.94,17031280100.0,17031081300.0,28.0,8.0,12.25,2.0,0.0,0.0,14.75,Credit Card,Chicago Carriage Cab Corp,41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),41.898331794,-87.620762865,POINT (-87.6207628651 41.8983317935),11302.723054060945,10068.785636899062,13142.24239234865,11502.204498006962,145857394#0,-316912742,taxi_653,2927.6689169586352,,best,veh_passenger,None
1395,671004badf369e2b6628c9d73c713495f7bd70dd,a4b608e480d78cdf6a1bf59575fd3290f346d0f06d0663d0be50755d10e6a9c2fdbbcaf63f76e9663c9186cb878ed64c45463de47c25c4a42ba6efc71ab9c8b6,10/30/2019 12:30:00 PM,10/30/2019 12:45:00 PM,900,0.2,17031330100.0,17031081201.0,33.0,8.0,14.25,2.95,0.0,0.0,17.2,Credit Card,Taxi Affiliation Services,41.859349715,-87.617358006,POINT (-87.6173580061 41.859349715),41.899155613,-87.626210532,POINT (-87.6262105324 41.8991556134),13393.542399950791,7172.094790545292,12691.026809468807,11596.955147879198,1086422959,1040118849#0,taxi_654,2931.9684796440265,,best,veh_passenger,None
1399,51b53a88ef7061975fc8dddec57a95f421550a6a,5b6f94c45bfe0d762897924354b656ba1fe7653f8432b8a5ede5c5bc83e7ab3b262454abb582997c2d48299cf86494d39785fed92772609843a246a0feb78d15,10/30/2019 04:45:00 PM,10/30/2019 04:45:00 PM,432,0.97,17031280100.0,17031839100.0,28.0,32.0,6.25,2.0,0.0,0.0,8.75,Credit Card,City Service,41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),11302.723054060945,10068.785636899062,12134.00798140082,9584.547444195487,145857394#0,134319745#0,taxi_655,2939.3675204517212,,best,veh_passenger,None
1401,f6f7f8fe90d3c6972b8ef42d07593e1d91110bd0,7460d7f323c633150b08d9fb110001eb3189c31e74a91504162218e65769e070fb4ccb70ebccfbd7d66034a34e94f2826b0adaedb80a4a15f23353588c0bd5bf,10/30/2019 06:15:00 PM,10/30/2019 06:30:00 PM,540,0.7,17031081500.0,17031081201.0,8.0,8.0,6.5,0.0,0.0,1.5,8.0,Cash,Taxi Affiliation Services,41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),41.899155613,-87.626210532,POINT (-87.6262105324 41.8991556134),12685.276812698052,10858.865207103081,12691.026809468807,11596.955147879198,56720835#3,1040118849#0,taxi_656,2942.9738874319887,,best,veh_passenger,None
1402,e7f68f28b39890b6cc54ce517a4b6dd3b325519a,1d09fa80d9cf790cd0b6dca0c900c4ad0a989748bcd03878b889c279b4e3f820b032fa5daf3e599c36b35224f5f41c50febf94a7175c431cc0b7245ad42eb8af,10/30/2019 07:30:00 PM,10/30/2019 07:30:00 PM,401,1.2,17031320100.0,17031281900.0,32.0,28.0,6.5,0.0,0.0,0.0,6.5,Cash,City Service,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844),13112.436993356852,10020.725180737674,11310.927751319367,9397.533141246997,583081972,319345470#0,taxi_657,2943.6406269642894,,best,veh_passenger,None
1403,f97e1b6a07129ce271387fe6b5a1220758cbc02f,ca885a78545e9a44a5f365164cfbaca32fee95082b0d4fa2ba16bc1f922af64699ba9b21d89a5e47c83bf00bbcc5f7717d3ed7189224635cbb265ea955c1b76a,10/30/2019 10:45:00 PM,10/30/2019 10:45:00 PM,420,1.2,17031081800.0,17031081201.0,8.0,8.0,6.5,1.0,0.0,0.0,7.5,Credit Card,Star North Management LLC,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.899155613,-87.626210532,POINT (-87.6262105324 41.8991556134),11721.124692709534,10944.643321189098,12691.026809468807,11596.955147879198,23891801#0,1040118849#0,taxi_658,2949.305638326857,,best,veh_passenger,None
1404,b7584cde9fc2622b449aeb805df494a85fae08c0,34bf9b0f51177ae08899eb3fa98401f70d0de891dd3dbddc0bb6055386ab1d93689e5f5d0c197fb450b6f797f54eff1b8c04ca7827e0b53801d8b5064c371fb2,10/31/2019 04:45:00 PM,10/31/2019 05:00:00 PM,440,1.4,17031839100.0,17031081402.0,32.0,8.0,7.25,3.0,0.0,0.0,10.75,Credit Card,Nova Taxi Affiliation Llc,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.891971508,-87.612945414,POINT (-87.6129454143 41.8919715078),12134.00798140082,9584.547444195487,13785.653896661825,10791.375302791595,134319745#0,-435657388,taxi_659,2949.78811999549,,best,veh_passenger,None
1406,1685d8345c1940917e393aa8efea515ba66c6378,f0480b5f57d3ad70fa66df5bafbadbb96b003471ae91ce0da67086b3187e68400e46f180f27987f86a7306da4105090e00155c2e43d88b8f0425c72572f370aa,10/31/2019 07:15:00 PM,10/31/2019 07:15:00 PM,432,0.8,17031320100.0,17031320400.0,32.0,32.0,6.0,0.0,0.0,0.0,6.0,Cash,City Service,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.877406123,-87.621971652,POINT (-87.6219716519 41.8774061234),13112.436993356852,10020.725180737674,13025.133774957969,9179.60784426704,633946076,33116710#0,taxi_660,2951.130898255753,,best,veh_passenger,None
1407,0cd39e35f6f27ff0b22eaa6c82740ce12a4a1bd9,4f70f2d3e621f4579b53443ea6bdcabb27a54db1fc19373ac492868aac7ba02c5ee363d4aaaa844a7c3420852952993dff1b44cc939633d4d5a5dcd243d39919,10/31/2019 11:00:00 PM,10/31/2019 11:00:00 PM,840,3.0,17031081500.0,17031081700.0,8.0,8.0,11.5,0.0,0.0,1.5,13.0,Cash,Medallion Leasin,41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),41.892042136,-87.63186395,POINT (-87.6318639497 41.8920421365),12685.276812698052,10858.865207103081,12216.266053279163,10810.601439353079,56720835#3,965387812#0,taxi_661,2956.196454629514,,best,veh_passenger,None
1410,fdf5ff0825596440e38973c8e3553d39526c457a,4ab9f0cdee3df3c394efba906bbde7a4a577bcf8d1ce43aaa3e86df8a28ab60152906c9d356b782fe3ed7835c6be506c5fca6922a9f8cc01d58067b64cfe03e7,11/01/2019 03:15:00 PM,11/01/2019 03:30:00 PM,720,1.6,17031081500.0,17031281900.0,8.0,28.0,8.75,2.0,0.0,0.0,10.75,Credit Card,Taxi Affiliation Services,41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844),12685.276812698052,10858.865207103081,11310.927751319367,9397.533141246997,56720835#3,319345470#0,taxi_662,2958.930974236094,,best,veh_passenger,None
1412,2860ee4c828c8ccb643f2194e98ff8eb5f8cff71,90a6a99a394bfea63db6e6422fb00d00b1c7b4631e0fdd931e8d23028885510709bb7ea7721e91d611eb1ce0c0dce768d007ad900b8a6a407a5afa6a04bb343b,11/02/2019 10:30:00 AM,11/02/2019 10:45:00 AM,360,1.2,17031080100.0,17031081500.0,8.0,8.0,6.5,0.0,0.0,0.0,6.5,Cash,Choice Taxi Association,41.907520075,-87.6266589,POINT (-87.6266589003 41.9075200747),41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),12660.619306057866,12525.91376172565,12685.276812698052,10858.865207103081,24098485#0,56720835#3,taxi_663,2967.8762373404857,,best,veh_passenger,None
1414,cca76fd5129dc48480cd1bb1e066967978368546,78577da1f3a925bb4133a9b773f5998cec07219c6112dc785aea4a7cc2d08c4e698ef687a64ef2c2401678ad0a9337ce1faeb9e7e74dea25d08f61b610637dc9,11/02/2019 07:30:00 PM,11/02/2019 07:45:00 PM,524,1.34,17031081403.0,17031081600.0,8.0,8.0,7.25,0.0,0.0,0.0,7.25,Cash,Flash Cab,41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259),41.892072635,-87.628874157,POINT (-87.6288741572 41.8920726347),13293.45768353925,10678.380976659246,12464.318153216795,10812.165493657812,220306134#2,965387812#7,taxi_664,2968.9423014003887,,best,veh_passenger,None
1416,cd6cac41c1e9c7db57877cdd4c504d7cefa89f26,561fbb8af15689fe33fb11b96905cfb95d11ac44700c1a476e474b9b19d4dc24fec8cbfe3df913dc2ee78f919bd0b1cb416be0bc3b0a431d4335bfae2df63278,11/04/2019 07:45:00 AM,11/04/2019 07:45:00 AM,210,0.67,17031281900.0,17031841900.0,28.0,28.0,5.0,0.0,0.0,0.0,5.0,Cash,Chicago Carriage Cab Corp,41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844),41.867902418,-87.642958665,POINT (-87.6429586652 41.8679024175),11310.927751319367,9397.533141246997,11275.79156227666,8137.271132180467,1031291396#1,253737720#0,taxi_665,2975.8222924083243,,best,veh_passenger,None
1418,fb215d2938b127b7a2ed44829b94b8ac237a0cc4,1196baed4ac6d505b1570924ec0cfd186711562a12627811045d57fbbc6e9d2aa8b5cd89e0a8b0abecd9bf69011a5a43f06265221d13ffe3d602354c5595f441,11/04/2019 01:30:00 PM,11/04/2019 01:30:00 PM,277,0.65,17031081403.0,17031081402.0,8.0,8.0,5.25,2.0,0.0,0.0,7.75,Credit Card,Flash Cab,41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259),41.891971508,-87.612945414,POINT (-87.6129454143 41.8919715078),13293.45768353925,10678.380976659246,13785.653896661825,10791.375302791595,220306134#2,-435657388,taxi_666,2981.2791512695107,,best,veh_passenger,None
1419,60974bf11add8c7d36856f244dd19b958f53650f,f7782da531b08c6ce5a1e16a8c2998f6f4f7943f29ab53713949ec17f3b4d7f8b4cd8a84da2fe7c4b0a17f1fc3439e376d3bfec25d83652dfa4468342e25f6b1,11/04/2019 03:00:00 PM,11/04/2019 03:15:00 PM,354,1.11,17031320100.0,17031280100.0,32.0,28.0,6.25,0.0,0.0,0.0,6.25,Cash,Nova Taxi Affiliation Llc,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),13112.436993356852,10020.725180737674,11302.723054060945,10068.785636899062,583081972,145857394#0,taxi_667,2988.3958187381013,,best,veh_passenger,None
1420,bf6b77f9784f5392f63d7b866056308309a89e98,979f3ec5896e22ccc751b2ac8e51b640b39dcef203345ad1ac065d4e0d6a621c9124230347b10a040d2bced69e544b6703d7f03143bd33c257f23307f93c34ca,11/04/2019 03:00:00 PM,11/04/2019 03:00:00 PM,240,0.5,17031081500.0,17031081401.0,8.0,8.0,4.75,0.0,0.0,0.0,4.75,Cash,Taxi Affiliation Services,41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495),12685.276812698052,10858.865207103081,13226.876501449384,11135.36641502101,56720835#3,461207921#0,taxi_668,2990.4270029716868,,best,veh_passenger,None
1422,af990e63118e18b5ba6354104879d4b1e1babf21,5ba3a19b228cd79e8064974b6f0169a7df8b11795f5336dfc0cdc122326339527e1702c248b4ff53ced19171119e699d1b0299d3e546ba5af09564ada1fc2769,11/04/2019 05:15:00 PM,11/04/2019 05:30:00 PM,300,0.0,17031839100.0,17031320100.0,32.0,32.0,5.75,0.0,0.0,0.0,5.75,Unknown,Taxi Affiliation Services,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),12134.00798140082,9584.547444195487,13112.436993356852,10020.725180737674,134319745#0,633946076,taxi_669,2995.1301557878587,,best,veh_passenger,None
1423,a758fbe6a838cb6c5d971501b7d22bd89e2d9e19,b3db2338ef61da4928f751b253fc10fcb116717e299cd4ea2aaef8e13df69da3b5d97b8e4fa122a8c4da73f896d6f0f3c300d3190fd4d0c37b0fac40966a9e58,11/04/2019 07:15:00 PM,11/04/2019 07:30:00 PM,358,0.6,17031839100.0,17031281900.0,32.0,28.0,5.5,0.0,0.0,0.0,5.5,Cash,Leonard Cab Co,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844),12134.00798140082,9584.547444195487,11310.927751319367,9397.533141246997,134319745#0,319345470#0,taxi_670,2999.1847859718573,,best,veh_passenger,None
1426,d0170cafd797a475ffe70cc6ccd027e1e59b4620,a8c6abe061e67444eae2aa2446e294a20e304ae3bf72a538710d5ddf462df8f4aeadc75d7230677f35b2a4895237ab65cd6c53c9822731e1f56c4e5c7e816f91,11/05/2019 07:45:00 AM,11/05/2019 07:45:00 AM,180,0.5,17031320100.0,17031320400.0,32.0,32.0,4.75,0.0,0.0,0.0,4.75,Cash,Taxi Affiliation Services,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.877406123,-87.621971652,POINT (-87.6219716519 41.8774061234),13112.436993356852,10020.725180737674,13025.133774957969,9179.60784426704,633946076,33116710#0,taxi_671,3003.1692750080315,,best,veh_passenger,None
1429,4cfe58715b9db42531cca3afeba9625310ab07da,a0a8a75dabc5aa83f6cf4f7bcfff21e7f84abd4cda6facc9006e3c5e26c0c529461d07e2bd7cd65562ae1dfda44bfb5b386badc353e88f0f373ff7e0c802b8da,11/05/2019 04:00:00 PM,11/05/2019 04:15:00 PM,300,0.9,17031839100.0,17031081500.0,32.0,8.0,5.5,2.0,0.0,0.0,7.5,Credit Card,Taxi Affiliation Services,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),12134.00798140082,9584.547444195487,12685.276812698052,10858.865207103081,134319745#0,56720835#3,taxi_672,3010.9107750004673,,best,veh_passenger,None
1431,6120b04ca6f9794462307a738e98dcc3fbda0e58,2f0f051b1f6d6ca49b2d99fc023b3bb77b844b3797f184112d6132ded0833fa6cb5bdbe6f40c61871a7aeb1bf26da2cbc8be3d1da244102504a9156dfe2e444d,11/05/2019 06:15:00 PM,11/05/2019 06:30:00 PM,651,0.9,17031081700.0,17031081201.0,8.0,8.0,7.0,0.0,0.0,0.0,7.0,Cash,City Service,41.892042136,-87.63186395,POINT (-87.6318639497 41.8920421365),41.899155613,-87.626210532,POINT (-87.6262105324 41.8991556134),12216.266053279163,10810.601439353079,12691.026809468807,11596.955147879198,965387812#0,1040118849#0,taxi_673,3019.8210563446687,,best,veh_passenger,None
1433,57536beb0a5b0aef3f16ec7d36735228ca00fab5,94cc07a9d2534052a473c0cb2c5cb2be3ffd131ba7db423f27ae2ecc24f3ef3154831dcc7ea50a767fa4ecbe314dca7de0cec703b6022f7b1f91d4965d435f37,11/05/2019 10:00:00 PM,11/05/2019 10:15:00 PM,672,3.8,17031320100.0,17031070101.0,32.0,7.0,12.5,3.25,0.0,0.0,16.25,Credit Card,City Service,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.92926299,-87.635890954,POINT (-87.6358909539 41.9292629902),13112.436993356852,10020.725180737674,11912.831322411483,14945.621564830653,583081972,-373857680#1,taxi_674,3022.569478543543,,best,veh_passenger,None
1440,8e54bb724947bdae7dc92ca8a69dff6f563b0ede,38c926561cf2221a4785159e39aef376ef08ddb3c6081c4f3e7ab1263bb617d1d64c4dd73b1849f6142717c62eef2b4878937275a462df9028c63f581a03a4a4,11/07/2019 07:30:00 PM,11/07/2019 07:45:00 PM,1020,0.1,17031281900.0,17031081401.0,28.0,8.0,10.75,2.25,0.0,0.0,13.0,Credit Card,Taxi Affiliation Services,41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844),41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495),11310.927751319367,9397.533141246997,13226.876501449384,11135.36641502101,1031291396#1,461207921#0,taxi_675,3028.158724433192,,best,veh_passenger,None
1442,513bdf6723cb7dedbf56f1fb4108731ca18ad702,1cf896ef2a711602db3e95c1e4383edbc6b08501746f9acc01998aba23acf321e451a1f330bacd81980796dda6a5d9d0069b383fbc2d230235c090732a34e225,11/08/2019 10:45:00 AM,11/08/2019 11:00:00 AM,420,1.2,17031320100.0,17031081300.0,32.0,8.0,6.75,0.0,0.0,0.0,6.75,Cash,Choice Taxi Association,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.898331794,-87.620762865,POINT (-87.6207628651 41.8983317935),13112.436993356852,10020.725180737674,13142.24239234865,11502.204498006962,583081972,-316912742,taxi_676,3033.6454026433985,,best,veh_passenger,None
1443,0919df70bed56d46a7e582408a6cd51859c79199,933c6b03dd165650e99b4e8b4d12ba9625f1a6e36698949e35b1682ebfaa355b67eeeb78f89f214c1270e7f406a1243ca06cf268e778ee7b7dc42743311d58b6,11/08/2019 07:15:00 PM,11/08/2019 07:15:00 PM,300,0.3,17031081201.0,17031081401.0,8.0,8.0,5.0,0.0,0.0,0.0,5.0,Cash,Taxi Affiliation Services,41.899155613,-87.626210532,POINT (-87.6262105324 41.8991556134),41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495),12691.026809468807,11596.955147879198,13226.876501449384,11135.36641502101,1040118849#0,461207921#0,taxi_677,3040.3062063927596,,best,veh_passenger,None
1447,35268cb83b956618aa77cad7b936fff3af4dae8c,f31b1c326b1ad9ef27594a48886d72d03876cafc84f49205b04eb8233c138f6f140b290b0931cf7db9f24a8cfd40a182f24876c3d56111ca86c9fb87fc2a734a,11/09/2019 08:15:00 PM,11/09/2019 08:30:00 PM,330,1.1,17031839100.0,17031281900.0,32.0,28.0,6.25,0.0,0.0,2.0,8.25,Cash,City Service,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844),12134.00798140082,9584.547444195487,11310.927751319367,9397.533141246997,134319745#0,319345470#0,taxi_678,3048.834518195688,,best,veh_passenger,None
1448,2e42f0e8c543c7925061ec3250d8bfac1303cc43,e6a9b95839d258d36f7d4040e681ddbc5e1ccfa604c36112bb8a44bd84d8518c20b6d3b01d760ba3edbc95bf4a608f1f7f9ed02eae91c905740720718a47e046,11/09/2019 09:00:00 PM,11/09/2019 09:00:00 PM,401,0.5,17031839100.0,17031320100.0,32.0,32.0,6.0,0.0,0.0,1.0,7.0,Cash,Patriot Taxi Dba Peace Taxi Associat,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),12134.00798140082,9584.547444195487,13112.436993356852,10020.725180737674,134319745#0,633946076,taxi_679,3050.7046093481,,best,veh_passenger,None
1453,f67005cbea8390042cfd6467acd3804841b61bf9,92ab37c26efa3b2659e525a0a2ae31e69c84ffd7bcfef2e91e6a626aafc513d7f2750edb257d193e9cafb19b463c8e68c70dcd24840b86b6ee9a2f85d4346e71,11/11/2019 11:00:00 AM,11/11/2019 11:15:00 AM,360,1.1,17031320100.0,17031280100.0,32.0,28.0,6.5,0.0,0.0,0.0,6.5,Cash,Chicago Medallion Management,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),13112.436993356852,10020.725180737674,11302.723054060945,10068.785636899062,583081972,145857394#0,taxi_680,3052.6038361058486,,best,veh_passenger,None
1457,b661b9459e6c817ee61c8cf2638cc8603832f800,133dcffdd5cd80bd8c2ba1ec3af9d39158e6ffe8921d7b4db8d3ed9479d07a2f61de8acce89ebb56cb069883d9d28e82bdcf5178a678e0b88b3b4e0aafcb60a4,11/11/2019 04:45:00 PM,11/11/2019 05:00:00 PM,780,0.1,17031281900.0,17031081201.0,28.0,8.0,9.5,2.0,0.0,0.0,11.5,Credit Card,Taxi Affiliation Services,41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844),41.899155613,-87.626210532,POINT (-87.6262105324 41.8991556134),11310.927751319367,9397.533141246997,12691.026809468807,11596.955147879198,1031291396#1,1040118849#0,taxi_681,3058.547689340577,,best,veh_passenger,None
1459,1804ac1a79793392d6416d9ba793e1ce51bb32be,d9564cb690bbef16b255f1bdb7efe3be88ba844de97f75a22a2c0c1dfc6e01f4edd897051a84819cbca51643f4ed9863f8db49d0742b77ff5ec06fac5e8c6662,11/11/2019 07:30:00 PM,11/11/2019 07:45:00 PM,420,1.5,17031081403.0,17031839100.0,8.0,32.0,7.0,2.0,0.0,1.0,10.0,Credit Card,Choice Taxi Association,41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),13293.45768353925,10678.380976659246,12134.00798140082,9584.547444195487,220306134#2,134319745#0,taxi_682,3059.961203181005,,best,veh_passenger,None
1460,3a1956b368f5267abd78f5599f4d9142fbaed740,17e5ec0902050b4cb63ab2f7b82cd36b81c289767b4f4f41a2315bc80725578c0e3b14c7b21a6a1d3543744e332a7b468e3e470249fe1581aee2292fe21794cc,11/11/2019 09:00:00 PM,11/11/2019 09:00:00 PM,342,0.93,17031081700.0,17031839100.0,8.0,32.0,6.0,1.0,0.0,0.0,7.5,Credit Card,Chicago Carriage Cab Corp,41.892042136,-87.63186395,POINT (-87.6318639497 41.8920421365),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),12216.266053279163,10810.601439353079,12134.00798140082,9584.547444195487,965387812#0,134319745#0,taxi_683,3061.5255251159433,,best,veh_passenger,None
1461,2d3a976ba78e07623a893cc4b0cea56ced1736df,497019b3245152c8d78a2297e54e7b41cca998fdc502784d9d7fddd6039154a918ed50bc184685fb21ef0db2f4eac801610b631b315f8c56a203a486dca03c1e,11/11/2019 09:30:00 PM,11/11/2019 09:30:00 PM,215,0.92,17031320400.0,17031839000.0,32.0,32.0,5.25,0.0,0.0,0.0,5.25,Cash,City Service,41.877406123,-87.621971652,POINT (-87.6219716519 41.8774061234),41.87101588,-87.631406525,POINT (-87.6314065252 41.8710158803),13025.133774957969,9179.60784426704,12237.037703317474,8475.833631490357,33116710#0,-73911663#3,taxi_684,3062.201108936054,,best,veh_passenger,None
1464,d89a83a40a6104122c67649f705a8426b1ab5cd0,4589a57cec6f39dba89ffb38ebbfc6f15f269c8c40c1154d6dbe5711b13e2b117765d793977803b0b8dde96644171cdb053acbd41493b7d486ff5d938cebae38,11/12/2019 11:15:00 AM,11/12/2019 11:30:00 AM,1020,0.2,17031839100.0,17031330100.0,32.0,33.0,12.75,3.3,0.0,0.0,16.05,Credit Card,Taxi Affiliation Services,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.859349715,-87.617358006,POINT (-87.6173580061 41.859349715),12134.00798140082,9584.547444195487,13393.542399950791,7172.094790545292,134319745#0,316907585,taxi_685,3062.22519043948,,best,veh_passenger,None
